"Fate","Sex","Boat.dibs","Age","Title","Class","Deck","Side","Fare","Fare.pp","Embarked","Family","Survived"
"Survived","male","No",20,"Mr","Third","UNK","UNK",15.7417,5.24723333333333,"C",2,"1"
"Perished","male","No",21,"Mr","Third","UNK","UNK",7.8542,7.8542,"S",0,"0"
"Perished","male","No",21,"Mr","Third","UNK","UNK",16.1,16.1,"S",0,"0"
"Perished","male","No",61,"Mr","First","D","port",32.3208,32.3208,"S",0,"0"
"Perished","male","No",57,"Noble","Second","UNK","UNK",12.35,12.35,"Q",0,"0"
"Survived","female","Yes",21,"Miss","First","D","starboard",77.9583,77.9583,"S",0,"1"
"Perished","male","No",26,"Mr","Third","UNK","UNK",7.8958,7.8958,"S",0,"0"
"Perished","male","No",30,"Mr","Third","UNK","UNK",7.7333,7.7333,"Q",0,"0"
"Survived","male","No",80,"Mr","First","A","starboard",30,30,"S",0,"1"
"Perished","male","No",51,"Mr","Third","UNK","UNK",7.0542,7.0542,"S",0,"0"
"Survived","male","No",32,"Noble","First","B","port",30.5,30.5,"C",0,"1"
"Perished","male","No",30,"Mr","First","UNK","UNK",61.9792,61.9792,"S",0,"0"
"Perished","female","Yes",9,"Miss","Third","UNK","UNK",27.9,4.65,"S",5,"0"
"Survived","female","Yes",28,"Miss","Second","UNK","UNK",13,13,"S",0,"1"
"Perished","male","No",32,"Mr","Third","UNK","UNK",7.925,7.925,"S",0,"0"
"Perished","male","No",31,"Mr","Second","UNK","UNK",26.25,8.75,"S",2,"0"
"Perished","female","Yes",41,"Mrs","Third","UNK","UNK",39.6875,6.61458333333333,"S",5,"0"
"Perished","male","No",30,"Mr","Third","UNK","UNK",16.1,8.05,"S",1,"0"
"Perished","male","No",20,"Mr","Third","UNK","UNK",7.8542,7.8542,"S",0,"0"
"Survived","female","Yes",24,"Miss","First","B","starboard",69.3,69.3,"C",0,"1"
"Perished","female","Yes",2,"Miss","Third","UNK","UNK",27.9,4.65,"S",5,"0"
"Survived","male","No",30,"Mr","Third","UNK","UNK",56.4958,56.4958,"S",0,"1"
"Survived","female","Yes",0.75,"Miss","Third","UNK","UNK",19.2583,4.814575,"C",3,"1"
"Survived","male","No",48,"Mr","First","D","starboard",76.7292,38.3646,"C",1,"1"
"Perished","male","No",19,"Mr","Third","UNK","UNK",7.8958,7.8958,"S",0,"0"
"Survived","male","No",56,"Noble","First","A","port",35.5,35.5,"C",0,"1"
"Perished","male","No",30,"Mr","Third","UNK","UNK",7.55,7.55,"S",0,"0"
"Survived","female","Yes",23,"Miss","Third","UNK","UNK",7.55,7.55,"S",0,"1"
"Perished","male","No",30,"Mr","Third","UNK","UNK",7.8958,7.8958,"S",0,"0"
"Survived","female","Yes",18,"Miss","Second","UNK","UNK",23,11.5,"S",1,"1"
"Perished","male","No",21,"Mr","Third","UNK","UNK",8.4333,8.4333,"S",0,"0"
"Survived","female","Yes",21,"Miss","Third","UNK","UNK",7.8292,7.8292,"Q",0,"1"
"Perished","female","Yes",18,"Miss","Third","UNK","UNK",6.75,6.75,"Q",0,"0"
"Perished","male","No",24,"Mr","Second","UNK","UNK",73.5,24.5,"S",2,"0"
"Perished","male","No",30,"Mr","Third","UNK","UNK",7.8958,7.8958,"S",0,"0"
"Perished","female","Yes",32,"Mrs","Third","UNK","UNK",15.5,5.16666666666667,"Q",2,"0"
"Perished","male","No",23,"Mr","Second","UNK","UNK",13,13,"S",0,"0"
"Perished","male","No",58,"Mr","First","D","port",113.275,37.7583333333333,"C",2,"0"
"Survived","male","No",50,"Noble","First","UNK","UNK",133.65,44.55,"S",2,"1"
"Perished","male","No",40,"Mr","Third","UNK","UNK",7.225,7.225,"C",0,"0"
"Perished","male","No",47,"Mr","First","E","port",25.5875,25.5875,"S",0,"0"
"Perished","male","No",36,"Mr","Third","UNK","UNK",7.4958,7.4958,"S",0,"0"
"Survived","male","No",20,"Mr","Third","UNK","UNK",7.925,3.9625,"S",1,"1"
"Perished","male","No",32,"Mr","Second","UNK","UNK",73.5,24.5,"S",2,"0"
"Perished","male","No",25,"Mr","Second","UNK","UNK",13,13,"S",0,"0"
"Perished","male","No",30,"Mr","Third","UNK","UNK",7.775,7.775,"S",0,"0"
"Perished","male","No",43,"Mr","Third","UNK","UNK",8.05,8.05,"S",0,"0"
"Survived","female","Yes",35,"Mrs","First","C","port",52,26,"S",1,"1"
"Survived","female","Yes",40,"Mrs","Second","UNK","UNK",39,13,"S",2,"1"
"Perished","male","No",31,"Mr","First","B","starboard",52,26,"S",1,"0"
"Perished","male","No",70,"Mr","Second","UNK","UNK",10.5,10.5,"S",0,"0"
"Survived","male","No",31,"Mr","Second","UNK","UNK",13,13,"S",0,"1"
"Perished","male","No",30,"Mr","Second","UNK","UNK",15.0229,15.0229,"S",0,"0"
"Perished","male","No",18,"Mr","Third","UNK","UNK",7.775,7.775,"S",0,"0"
"Perished","male","No",24.5,"Mr","Third","UNK","UNK",8.05,8.05,"S",0,"0"
"Survived","female","Yes",18,"Miss","Third","UNK","UNK",9.8417,9.8417,"S",0,"1"
"Perished","female","Yes",43,"Mrs","Third","UNK","UNK",46.9,5.8625,"S",7,"0"
"Survived","male","No",36,"Mr","First","B","starboard",512.3292,256.1646,"C",1,"1"
"Perished","female","Yes",21,"Miss","Third","UNK","UNK",8.1375,8.1375,"Q",0,"0"
"Survived","male","No",27,"Mr","First","D","starboard",76.7292,76.7292,"C",0,"1"
"Perished","male","No",20,"Mr","Third","UNK","UNK",9.225,9.225,"S",0,"0"
"Perished","male","Yes",14,"Mr","Third","UNK","UNK",46.9,5.8625,"S",7,"0"
"Perished","male","No",60,"Mr","Second","UNK","UNK",39,13,"S",2,"0"
"Perished","male","No",25,"Mr","Second","UNK","UNK",41.5792,10.3948,"C",3,"0"
"Perished","male","Yes",14,"Mr","Third","UNK","UNK",39.6875,6.61458333333333,"S",5,"0"
"Perished","male","No",19,"Mr","Third","UNK","UNK",10.1708,10.1708,"S",0,"0"
"Perished","male","No",18,"Mr","Third","UNK","UNK",7.7958,7.7958,"S",0,"0"
"Survived","female","Yes",15,"Miss","First","B","starboard",211.3375,105.66875,"S",1,"1"
"Survived","male","No",31,"Mr","First","B","port",57,28.5,"S",1,"1"
"Survived","female","Yes",4,"Miss","Third","UNK","UNK",13.4167,6.70835,"C",1,"1"
"Survived","male","No",30,"Mr","Third","UNK","UNK",56.4958,56.4958,"S",0,"1"
"Perished","male","No",25,"Mr","Third","UNK","UNK",7.225,7.225,"C",0,"0"
"Perished","male","No",60,"Noble","First","UNK","UNK",26.55,26.55,"S",0,"0"
"Perished","male","No",52,"Mr","Second","UNK","UNK",13.5,13.5,"S",0,"0"
"Perished","male","No",44,"Mr","Third","UNK","UNK",8.05,8.05,"S",0,"0"
"Survived","female","Yes",21,"Miss","Third","UNK","UNK",7.7333,7.7333,"Q",0,"1"
"Perished","male","No",49,"Mr","First","C","port",110.8833,36.9611,"C",2,"0"
"Perished","male","No",42,"Mr","Third","F","starboard",7.65,7.65,"S",0,"0"
"Survived","female","Yes",18,"Mrs","First","C","port",227.525,113.7625,"C",1,"1"
"Survived","male","No",35,"Mr","First","E","port",26.2875,26.2875,"S",0,"1"
"Perished","female","Yes",18,"Miss","Third","UNK","UNK",14.4542,7.2271,"C",1,"0"
"Perished","male","No",25,"Mr","Third","UNK","UNK",7.7417,7.7417,"Q",0,"0"
"Perished","male","No",26,"Mr","Third","UNK","UNK",7.8542,3.9271,"S",1,"0"
"Perished","male","No",39,"Mr","Second","UNK","UNK",26,26,"S",0,"0"
"Survived","female","Yes",45,"Mrs","Second","UNK","UNK",13.5,13.5,"S",0,"1"
"Survived","male","No",42,"Mr","First","E","port",26.2875,26.2875,"S",0,"1"
"Survived","female","Yes",22,"Miss","First","UNK","UNK",151.55,151.55,"S",0,"1"
"Survived","male","Yes",3.5,"Master","Third","UNK","UNK",15.2458,5.08193333333333,"C",2,"1"
"Survived","female","Yes",24,"Miss","First","C","port",49.5042,49.5042,"C",0,"1"
"Perished","male","No",30,"Mr","First","C","port",26.55,26.55,"S",0,"0"
"Survived","male","No",48,"Mr","First","C","port",52,26,"S",1,"1"
"Perished","male","No",29,"Mr","Third","UNK","UNK",9.4833,9.4833,"S",0,"0"
"Perished","male","No",52,"Mr","Second","UNK","UNK",13,13,"S",0,"0"
"Perished","male","No",19,"Mr","Third","F","starboard",7.65,7.65,"S",0,"0"
"Survived","female","Yes",38,"Miss","First","C","starboard",227.525,227.525,"C",0,"1"
"Survived","female","Yes",27,"Miss","Second","E","starboard",10.5,10.5,"S",0,"1"
"Perished","male","No",30,"Mr","Third","UNK","UNK",15.5,15.5,"Q",0,"0"
"Perished","male","No",33,"Mr","Third","UNK","UNK",7.775,7.775,"S",0,"0"
"Survived","female","Yes",6,"Miss","Second","UNK","UNK",33,16.5,"S",1,"1"
"Perished","male","No",17,"Mr","Third","UNK","UNK",7.0542,3.5271,"S",1,"0"
"Perished","male","No",34,"Mr","Second","UNK","UNK",13,13,"S",0,"0"
"Perished","male","No",50,"Mr","Second","UNK","UNK",13,13,"S",0,"0"
"Survived","male","No",27,"Mr","First","E","port",53.1,26.55,"S",1,"1"
"Perished","male","No",20,"Mr","Third","UNK","UNK",8.6625,8.6625,"S",0,"0"
"Survived","female","Yes",30,"Mrs","Second","UNK","UNK",21,5.25,"S",3,"1"
"Survived","female","Yes",21,"Miss","Third","UNK","UNK",7.7375,7.7375,"Q",0,"1"
"Perished","male","No",25,"Mr","Second","UNK","UNK",26,13,"S",1,"0"
"Perished","female","Yes",25,"Miss","Third","UNK","UNK",7.925,3.9625,"S",1,"0"
"Survived","female","Yes",29,"Miss","First","B","starboard",211.3375,211.3375,"S",0,"1"
"Perished","male","Yes",11,"Mr","Third","UNK","UNK",18.7875,18.7875,"C",0,"0"
"Perished","male","No",30,"Mr","Second","UNK","UNK",15.0229,15.0229,"S",0,"0"
"Perished","male","No",23,"Mr","Second","UNK","UNK",13,13,"S",0,"0"
"Perished","male","No",23,"Mr","Second","UNK","UNK",13,13,"S",0,"0"
"Perished","male","No",28.5,"Mr","Third","UNK","UNK",16.1,16.1,"S",0,"0"
"Perished","female","Yes",48,"Mrs","Third","UNK","UNK",34.375,6.875,"S",4,"0"
"Survived","male","No",35,"Mr","First","B","starboard",512.3292,512.3292,"C",0,"1"
"Perished","male","No",30,"Mr","Third","UNK","UNK",7.8958,7.8958,"S",0,"0"
"Perished","male","No",30,"Mr","Third","UNK","UNK",7.8958,7.8958,"S",0,"0"
"Survived","male","No",30,"Mr","First","D","starboard",30,30,"S",0,"1"
"Perished","male","No",36,"Mr","First","C","port",78.85,39.425,"S",1,"0"
"Survived","female","Yes",21,"Miss","First","B","port",262.375,52.475,"C",4,"1"
"Perished","male","No",24,"Mr","Third","UNK","UNK",16.1,8.05,"S",1,"0"
"Survived","male","No",31,"Mr","Third","UNK","UNK",7.925,7.925,"S",0,"1"
"Perished","male","No",70,"Noble","First","B","port",71,23.6666666666667,"S",2,"0"
"Perished","male","No",16,"Mr","Third","UNK","UNK",20.25,6.75,"S",2,"0"
"Survived","female","Yes",30,"Miss","Second","UNK","UNK",13,13,"S",0,"1"
"Perished","male","No",19,"Mr","First","D","port",53.1,26.55,"S",1,"0"
"Perished","male","No",31,"Mr","Third","UNK","UNK",7.75,7.75,"Q",0,"0"
"Survived","female","Yes",4,"Miss","Second","UNK","UNK",23,7.66666666666667,"S",2,"1"
"Survived","male","Yes",6,"Master","Third","E","starboard",12.475,6.2375,"S",1,"1"
"Perished","male","No",33,"Mr","Third","UNK","UNK",9.5,9.5,"S",0,"0"
"Perished","male","No",23,"Mr","Third","UNK","UNK",7.8958,7.8958,"S",0,"0"
"Survived","female","Yes",48,"Mrs","Second","UNK","UNK",65,16.25,"S",3,"1"
"Survived","male","Yes",0.67,"Master","Second","UNK","UNK",14.5,4.83333333333333,"S",2,"1"
"Perished","male","No",28,"Mr","Third","UNK","UNK",7.7958,7.7958,"S",0,"0"
"Perished","male","No",18,"Mr","Second","UNK","UNK",11.5,11.5,"S",0,"0"
"Perished","male","No",34,"Mr","Third","UNK","UNK",8.05,8.05,"S",0,"0"
"Survived","female","Yes",33,"Mrs","First","B","starboard",86.5,86.5,"S",0,"1"
"Perished","male","No",30,"Mr","Third","UNK","UNK",14.5,14.5,"S",0,"0"
"Perished","male","No",41,"Mr","Third","UNK","UNK",7.125,7.125,"S",0,"0"
"Survived","male","No",20,"Mr","Third","UNK","UNK",7.2292,7.2292,"C",0,"1"
"Survived","female","Yes",36,"Mrs","First","B","port",120,30,"S",3,"1"
"Perished","male","No",16,"Mr","Third","UNK","UNK",7.775,7.775,"S",0,"0"
"Survived","female","Yes",51,"Mrs","First","D","starboard",77.9583,38.97915,"S",1,"1"
"Perished","male","No",46.5,"Noble","First","UNK","UNK",39.6,39.6,"C",0,"0"
"Perished","female","Yes",30.5,"Miss","Third","UNK","UNK",7.75,7.75,"Q",0,"0"
"Perished","male","No",30,"Mr","Third","UNK","UNK",24.15,12.075,"Q",1,"0"
"Perished","male","No",32,"Mr","Third","UNK","UNK",8.3625,8.3625,"S",0,"0"
"Perished","male","No",24,"Mr","Third","UNK","UNK",9.5,9.5,"S",0,"0"
"Perished","male","No",48,"Mr","Third","UNK","UNK",7.8542,7.8542,"S",0,"0"
"Perished","female","Yes",57,"Mrs","Second","E","starboard",10.5,10.5,"S",0,"0"
"Perished","male","No",30,"Mr","Third","UNK","UNK",7.225,7.225,"C",0,"0"
"Survived","female","Yes",54,"Mrs","Second","UNK","UNK",23,4.6,"S",4,"1"
"Perished","male","No",18,"Mr","Third","UNK","UNK",7.75,7.75,"S",0,"0"
"Perished","male","No",30,"Mr","Third","F","port",7.75,7.75,"Q",0,"0"
"Survived","female","Yes",5,"Miss","Third","UNK","UNK",12.475,12.475,"S",0,"1"
"Perished","male","No",30,"Mr","Third","UNK","UNK",7.7375,7.7375,"Q",0,"0"
"Survived","female","Yes",43,"Mrs","First","B","starboard",211.3375,105.66875,"S",1,"1"
"Survived","female","Yes",13,"Miss","Third","UNK","UNK",7.2292,7.2292,"C",0,"1"
"Survived","female","Yes",17,"Mrs","First","B","port",57,28.5,"S",1,"1"
"Perished","male","No",29,"Mr","First","D","port",30,30,"S",0,"0"
"Perished","male","No",30,"Mr","Third","UNK","UNK",23.45,5.8625,"S",3,"0"
"Perished","male","No",25,"Mr","Third","UNK","UNK",7.05,7.05,"S",0,"0"
"Perished","male","No",25,"Mr","Third","UNK","UNK",7.25,7.25,"S",0,"0"
"Survived","female","Yes",18,"Miss","Third","UNK","UNK",7.4958,7.4958,"S",0,"1"
"Perished","male","Yes",8,"Master","Third","UNK","UNK",29.125,4.85416666666667,"Q",5,"0"
"Survived","male","Yes",1,"Master","Third","UNK","UNK",20.575,5.14375,"S",3,"1"
"Perished","male","No",46,"Mr","First","B","port",79.2,79.2,"C",0,"0"
"Perished","male","No",30,"Mr","Third","UNK","UNK",7.75,7.75,"Q",0,"0"
"Perished","male","No",16,"Mr","Second","UNK","UNK",26,26,"S",0,"0"
"Perished","female","Yes",21,"Miss","Third","UNK","UNK",69.55,6.32272727272727,"S",10,"0"
"Perished","male","No",30,"Mr","First","UNK","UNK",30.6958,30.6958,"C",0,"0"
"Perished","male","No",25,"Mr","Third","UNK","UNK",7.8958,7.8958,"S",0,"0"
"Perished","male","No",39,"Mr","Second","UNK","UNK",13,13,"S",0,"0"
"Survived","female","Yes",49,"Noble","First","D","starboard",25.9292,25.9292,"S",0,"1"
"Survived","female","Yes",31,"Mrs","Third","UNK","UNK",8.6833,8.6833,"S",0,"1"
"Perished","male","No",30,"Mr","Third","UNK","UNK",7.2292,7.2292,"C",0,"0"
"Perished","female","Yes",30,"Mrs","Third","UNK","UNK",24.15,8.05,"S",2,"0"
"Perished","male","No",34,"Mr","Second","UNK","UNK",13,13,"S",0,"0"
"Survived","female","Yes",31,"Mrs","Second","UNK","UNK",26.25,8.75,"S",2,"1"
"Survived","male","Yes",11,"Master","First","B","port",120,30,"S",3,"1"
"Survived","male","Yes",0.42,"Master","Third","UNK","UNK",8.5167,4.25835,"C",1,"1"
"Survived","male","No",27,"Mr","Third","UNK","UNK",6.975,6.975,"S",0,"1"
"Perished","male","No",31,"Mr","Third","UNK","UNK",7.775,7.775,"S",0,"0"
"Perished","male","No",39,"Mr","First","A","port",61.9792,61.9792,"S",0,"0"
"Perished","female","Yes",18,"Miss","Third","UNK","UNK",7.775,7.775,"S",0,"0"
"Perished","male","No",39,"Mr","Second","UNK","UNK",13,13,"S",0,"0"
"Survived","female","Yes",33,"Mrs","First","E","port",53.1,26.55,"S",1,"1"
"Perished","male","No",26,"Mr","Third","UNK","UNK",7.8875,7.8875,"S",0,"0"
"Perished","male","No",39,"Mr","Third","UNK","UNK",24.15,24.15,"S",0,"0"
"Perished","male","No",35,"Mr","Second","UNK","UNK",10.5,10.5,"S",0,"0"
"Perished","female","Yes",6,"Miss","Third","UNK","UNK",31.275,4.46785714285714,"S",6,"0"
"Perished","male","No",30.5,"Mr","Third","UNK","UNK",8.05,8.05,"S",0,"0"
"Perished","male","No",30,"Mr","First","B","port",61.9792,61.9792,"S",0,"0"
"Perished","female","Yes",23,"Miss","Third","UNK","UNK",7.925,7.925,"S",0,"0"
"Perished","male","No",31,"Mr","Second","UNK","UNK",37.0042,12.3347333333333,"C",2,"0"
"Perished","male","No",43,"Mr","Third","UNK","UNK",6.45,6.45,"S",0,"0"
"Perished","male","Yes",10,"Master","Third","UNK","UNK",27.9,4.65,"S",5,"0"
"Survived","female","Yes",52,"Mrs","First","B","starboard",93.5,31.1666666666667,"S",2,"1"
"Survived","male","No",27,"Mr","Third","UNK","UNK",8.6625,8.6625,"S",0,"1"
"Perished","male","No",38,"Noble","First","UNK","UNK",61.9792,61.9792,"S",0,"0"
"Survived","female","Yes",27,"Mrs","Third","E","starboard",12.475,6.2375,"S",1,"1"
"Perished","male","Yes",2,"Master","Third","UNK","UNK",39.6875,6.61458333333333,"S",5,"0"
"Perished","male","No",30,"Mr","Third","UNK","UNK",6.95,6.95,"Q",0,"0"
"Perished","male","No",30,"Mr","Third","UNK","UNK",56.4958,56.4958,"S",0,"0"
"Survived","male","Yes",1,"Master","Second","UNK","UNK",37.0042,12.3347333333333,"C",2,"1"
"Survived","male","No",30,"Mr","Third","UNK","UNK",7.75,7.75,"Q",0,"1"
"Survived","female","Yes",62,"Mrs","First","B","port",80,80,"S",0,"1"
"Survived","female","Yes",15,"Mrs","Third","UNK","UNK",14.4542,7.2271,"C",1,"1"
"Survived","male","Yes",0.83,"Master","Second","UNK","UNK",18.75,6.25,"S",2,"1"
"Perished","male","No",30,"Mr","Third","UNK","UNK",7.2292,7.2292,"C",0,"0"
"Perished","male","No",23,"Mr","Third","UNK","UNK",7.8542,7.8542,"S",0,"0"
"Perished","male","No",18,"Mr","Third","UNK","UNK",8.3,8.3,"S",0,"0"
"Survived","female","Yes",39,"Miss","First","E","starboard",83.1583,27.7194333333333,"C",2,"1"
"Perished","male","No",21,"Mr","Third","UNK","UNK",8.6625,8.6625,"S",0,"0"
"Perished","male","No",30,"Mr","Third","UNK","UNK",8.05,8.05,"S",0,"0"
"Survived","male","No",32,"Mr","Third","UNK","UNK",56.4958,56.4958,"S",0,"1"
"Survived","male","No",30,"Mr","First","C","starboard",29.7,29.7,"C",0,"1"
"Perished","male","No",20,"Mr","Third","UNK","UNK",7.925,7.925,"S",0,"0"
"Perished","male","No",16,"Mr","Second","UNK","UNK",10.5,10.5,"S",0,"0"
"Survived","female","Yes",30,"Miss","First","UNK","UNK",31,31,"C",0,"1"
"Perished","male","No",34.5,"Mr","Third","UNK","UNK",6.4375,6.4375,"C",0,"0"
"Perished","male","No",17,"Mr","Third","UNK","UNK",8.6625,8.6625,"S",0,"0"
"Perished","male","No",42,"Mr","Third","UNK","UNK",7.55,7.55,"S",0,"0"
"Perished","male","No",30,"Mr","Third","UNK","UNK",69.55,6.32272727272727,"S",10,"0"
"Perished","male","No",35,"Mr","Third","UNK","UNK",7.8958,7.8958,"C",0,"0"
"Perished","male","No",28,"Noble","Second","UNK","UNK",33,16.5,"S",1,"0"
"Survived","female","Yes",35,"Mrs","First","C","port",89.1042,44.5521,"C",1,"1"
"Perished","male","Yes",4,"Master","Third","UNK","UNK",31.275,4.46785714285714,"S",6,"0"
"Perished","male","No",74,"Mr","Third","UNK","UNK",7.775,7.775,"S",0,"0"
"Perished","female","Yes",9,"Miss","Third","UNK","UNK",15.2458,5.08193333333333,"C",2,"0"
"Survived","female","Yes",16,"Miss","First","D","port",39.4,19.7,"S",1,"1"
"Perished","female","Yes",44,"Mrs","Second","UNK","UNK",26,13,"S",1,"0"
"Survived","female","Yes",18,"Mrs","Third","UNK","UNK",9.35,4.675,"S",1,"1"
"Survived","female","Yes",45,"Mrs","First","UNK","UNK",164.8667,54.9555666666667,"S",2,"1"
"Survived","male","No",51,"Mr","First","E","starboard",26.55,26.55,"S",0,"1"
"Survived","female","Yes",24,"Mrs","Third","UNK","UNK",19.2583,4.814575,"C",3,"1"
"Perished","male","No",30,"Mr","Third","UNK","UNK",7.2292,7.2292,"C",0,"0"
"Perished","male","No",41,"Mr","Third","UNK","UNK",14.1083,4.70276666666667,"S",2,"0"
"Perished","male","No",21,"Mr","Second","UNK","UNK",11.5,5.75,"S",1,"0"
"Survived","female","Yes",48,"Mrs","First","D","starboard",25.9292,25.9292,"S",0,"1"
"Perished","female","Yes",21,"Miss","Third","UNK","UNK",69.55,6.32272727272727,"S",10,"0"
"Perished","male","No",24,"Mr","Second","UNK","UNK",13,13,"S",0,"0"
"Survived","female","Yes",42,"Mrs","Second","UNK","UNK",13,13,"S",0,"1"
"Survived","female","Yes",27,"Miss","Second","UNK","UNK",13.8583,6.92915,"C",1,"1"
"Perished","male","No",31,"Mr","First","A","port",50.4958,50.4958,"S",0,"0"
"Perished","male","No",30,"Mr","Third","UNK","UNK",9.5,9.5,"S",0,"0"
"Survived","male","Yes",4,"Master","Third","UNK","UNK",11.1333,3.7111,"S",2,"1"
"Perished","male","No",26,"Mr","Third","UNK","UNK",7.8958,7.8958,"S",0,"0"
"Survived","female","Yes",47,"Mrs","First","D","starboard",52.5542,17.5180666666667,"S",2,"1"
"Perished","male","No",33,"Mr","First","B","starboard",5,5,"S",0,"0"
"Perished","male","No",47,"Mr","Third","UNK","UNK",9,9,"S",0,"0"
"Survived","female","Yes",28,"Mrs","Second","UNK","UNK",24,12,"C",1,"1"
"Survived","female","Yes",15,"Miss","Third","UNK","UNK",7.225,7.225,"C",0,"1"
"Perished","male","No",20,"Mr","Third","UNK","UNK",9.8458,9.8458,"S",0,"0"
"Perished","male","No",19,"Mr","Third","UNK","UNK",7.8958,7.8958,"S",0,"0"
"Perished","male","No",30,"Mr","Third","UNK","UNK",7.8958,7.8958,"S",0,"0"
"Survived","female","Yes",56,"Mrs","First","C","port",83.1583,41.57915,"C",1,"1"
"Survived","female","Yes",25,"Mrs","Second","UNK","UNK",26,13,"S",1,"1"
"Perished","male","No",33,"Mr","Third","UNK","UNK",7.8958,7.8958,"S",0,"0"
"Perished","female","Yes",22,"Miss","Third","UNK","UNK",10.5167,10.5167,"S",0,"0"
"Perished","male","No",28,"Mr","Second","UNK","UNK",10.5,10.5,"S",0,"0"
"Perished","male","No",25,"Mr","Third","UNK","UNK",7.05,7.05,"S",0,"0"
"Perished","female","Yes",39,"Mrs","Third","UNK","UNK",29.125,4.85416666666667,"Q",5,"0"
"Perished","male","No",27,"Noble","Second","UNK","UNK",13,13,"S",0,"0"
"Survived","female","Yes",19,"Miss","First","B","port",30,30,"S",0,"1"
"Perished","female","Yes",21,"Miss","Third","UNK","UNK",23.45,5.8625,"S",3,"0"
"Survived","male","No",26,"Mr","First","C","port",30,30,"C",0,"1"
"Perished","male","No",32,"Mr","Third","UNK","UNK",7.75,7.75,"Q",0,"0"
